gene,chr,start,end,strand,attributes
534M_022.58,chr1,29343482,29346511,+,"{'ID': '534M_022.58', 'Name': '534M_022.58'}"
534M_022.57,chr1,29346971,29351396,-,"{'ID': '534M_022.57', 'Name': '534M_022.57'}"
534M_022.56,chr1,29356405,29357313,-,"{'ID': '534M_022.56', 'Name': '534M_022.56'}"
534M_022.55,chr1,29363870,29367407,+,"{'ID': '534M_022.55', 'Name': '534M_022.55'}"
534M_022.54,chr1,29368081,29370287,-,"{'ID': '534M_022.54', 'Name': '534M_022.54'}"
534M_022.53,chr1,29370945,29374263,-,"{'ID': '534M_022.53', 'Name': '534M_022.53'}"
534M_022.52,chr1,29376496,29379510,-,"{'ID': '534M_022.52', 'Name': '534M_022.52'}"
534M_022.51,chr1,29380914,29381306,-,"{'ID': '534M_022.51', 'Name': '534M_022.51'}"
534M_022.50,chr1,29382385,29382881,-,"{'ID': '534M_022.50', 'Name': '534M_022.50'}"
534M_022.49,chr1,29383398,29386400,-,"{'ID': '534M_022.49', 'Name': '534M_022.49'}"
534M_022.48,chr1,29402880,29403971,+,"{'ID': '534M_022.48', 'Name': '534M_022.48'}"
534M_022.47,chr1,29405723,29406238,-,"{'ID': '534M_022.47', 'Name': '534M_022.47'}"
534M_022.46,chr1,29416999,29417808,-,"{'ID': '534M_022.46', 'Name': '534M_022.46'}"
534M_022.45,chr1,29421842,29425414,+,"{'ID': '534M_022.45', 'Name': '534M_022.45'}"
534M_022.44,chr1,29426201,29427809,-,"{'ID': '534M_022.44', 'Name': '534M_022.44'}"
534M_022.43,chr1,29432383,29433326,+,"{'ID': '534M_022.43', 'Name': '534M_022.43'}"
534M_022.42,chr1,29444407,29444862,+,"{'ID': '534M_022.42', 'Name': '534M_022.42'}"
534M_022.41,chr1,29446024,29446335,-,"{'ID': '534M_022.41', 'Name': '534M_022.41'}"
534M_022.40,chr1,29448116,29458702,-,"{'ID': '534M_022.40', 'Name': '534M_022.40'}"
534M_022.39,chr1,29464045,29464376,-,"{'ID': '534M_022.39', 'Name': '534M_022.39'}"
534M_022.38,chr1,29469482,29471144,-,"{'ID': '534M_022.38', 'Name': '534M_022.38'}"
534M_022.37,chr1,29478195,29481178,+,"{'ID': '534M_022.37', 'Name': '534M_022.37'}"
534M_022.36,chr1,29481976,29500965,-,"{'ID': '534M_022.36', 'Name': '534M_022.36'}"
534M_022.35,chr1,29501169,29502235,-,"{'ID': '534M_022.35', 'Name': '534M_022.35'}"
534M_022.34,chr1,29507199,29508339,+,"{'ID': '534M_022.34', 'Name': '534M_022.34'}"
534M_022.33,chr1,29508550,29511802,+,"{'ID': '534M_022.33', 'Name': '534M_022.33'}"
534M_022.32,chr1,29515218,29517776,+,"{'ID': '534M_022.32', 'Name': '534M_022.32'}"
534M_022.31,chr1,29518333,29521449,+,"{'ID': '534M_022.31', 'Name': '534M_022.31'}"
534M_022.30,chr1,29523782,29524183,+,"{'ID': '534M_022.30', 'Name': '534M_022.30'}"
534M_022.29,chr1,29530826,29533726,+,"{'ID': '534M_022.29', 'Name': '534M_022.29'}"
534M_022.28,chr1,29534410,29534721,-,"{'ID': '534M_022.28', 'Name': '534M_022.28'}"
534M_022.27,chr1,29535152,29535490,-,"{'ID': '534M_022.27', 'Name': '534M_022.27'}"
534M_022.26,chr1,29536162,29537422,+,"{'ID': '534M_022.26', 'Name': '534M_022.26'}"
534M_022.25,chr1,29538177,29541551,-,"{'ID': '534M_022.25', 'Name': '534M_022.25'}"
534M_022.24,chr1,29541863,29549595,+,"{'ID': '534M_022.24', 'Name': '534M_022.24'}"
534M_022.23,chr1,29552374,29556401,+,"{'ID': '534M_022.23', 'Name': '534M_022.23'}"
534M_022.22,chr1,29559984,29560481,-,"{'ID': '534M_022.22', 'Name': '534M_022.22'}"
534M_022.21,chr1,29563373,29564226,-,"{'ID': '534M_022.21', 'Name': '534M_022.21'}"
534M_022.20,chr1,29565578,29566368,-,"{'ID': '534M_022.20', 'Name': '534M_022.20'}"
534M_022.19,chr1,29568598,29569188,-,"{'ID': '534M_022.19', 'Name': '534M_022.19'}"
534M_022.18,chr1,29569765,29571809,+,"{'ID': '534M_022.18', 'Name': '534M_022.18'}"
534M_022.17,chr1,29572814,29573110,+,"{'ID': '534M_022.17', 'Name': '534M_022.17'}"
534M_022.16,chr1,29574687,29579009,+,"{'ID': '534M_022.16', 'Name': '534M_022.16'}"
534M_022.15,chr1,29579806,29583365,-,"{'ID': '534M_022.15', 'Name': '534M_022.15'}"
534M_022.14,chr1,29616705,29616980,-,"{'ID': '534M_022.14', 'Name': '534M_022.14'}"
534M_022.13,chr1,29621800,29622747,+,"{'ID': '534M_022.13', 'Name': '534M_022.13'}"
534M_022.12,chr1,29628063,29629924,+,"{'ID': '534M_022.12', 'Name': '534M_022.12'}"
534M_022.11,chr1,29642712,29643893,-,"{'ID': '534M_022.11', 'Name': '534M_022.11'}"
534M_022.10,chr1,29672708,29674391,-,"{'ID': '534M_022.10', 'Name': '534M_022.10'}"
534M_022.9,chr1,29676562,29678938,-,"{'ID': '534M_022.9', 'Name': '534M_022.9'}"
534M_022.8,chr1,29683124,29686417,+,"{'ID': '534M_022.8', 'Name': '534M_022.8'}"
534M_022.7,chr1,29687614,29689741,+,"{'ID': '534M_022.7', 'Name': '534M_022.7'}"
534M_022.6,chr1,29692408,29692611,+,"{'ID': '534M_022.6', 'Name': '534M_022.6'}"
534M_022.5,chr1,29694139,29695145,+,"{'ID': '534M_022.5', 'Name': '534M_022.5'}"
534M_022.4,chr1,29696318,29696722,+,"{'ID': '534M_022.4', 'Name': '534M_022.4'}"
534M_022.3,chr1,29700011,29703395,+,"{'ID': '534M_022.3', 'Name': '534M_022.3'}"
534M_022.2,chr1,29706422,29710375,-,"{'ID': '534M_022.2', 'Name': '534M_022.2'}"
534M_022.1,chr1,29714855,29721191,-,"{'ID': '534M_022.1', 'Name': '534M_022.1'}"
534M_017.1,chr1,29721992,29728724,-,"{'ID': '534M_017.1', 'Name': '534M_017.1'}"
534M_017.2,chr1,29734733,29734882,+,"{'ID': '534M_017.2', 'Name': '534M_017.2'}"
534M_017.3,chr1,29736472,29736828,-,"{'ID': '534M_017.3', 'Name': '534M_017.3'}"
534M_017.4,chr1,29739043,29739399,-,"{'ID': '534M_017.4', 'Name': '534M_017.4'}"
534M_017.5,chr1,29741743,29747146,+,"{'ID': '534M_017.5', 'Name': '534M_017.5'}"
534M_017.6,chr1,29749659,29750657,-,"{'ID': '534M_017.6', 'Name': '534M_017.6'}"
534M_017.7,chr1,29752766,29756980,+,"{'ID': '534M_017.7', 'Name': '534M_017.7'}"
534M_017.8,chr1,29759198,29763420,+,"{'ID': '534M_017.8', 'Name': '534M_017.8'}"
534M_017.9,chr1,29764825,29771787,-,"{'ID': '534M_017.9', 'Name': '534M_017.9'}"
534M_017.10,chr1,29781354,29792461,+,"{'ID': '534M_017.10', 'Name': '534M_017.10'}"
534M_017.11,chr1,29795437,29795724,-,"{'ID': '534M_017.11', 'Name': '534M_017.11'}"
534M_017.12,chr1,29797395,29804052,-,"{'ID': '534M_017.12', 'Name': '534M_017.12'}"
534M_017.13,chr1,29807303,29808223,+,"{'ID': '534M_017.13', 'Name': '534M_017.13'}"
534M_017.14,chr1,29809647,29811328,+,"{'ID': '534M_017.14', 'Name': '534M_017.14'}"
534M_017.15,chr1,29811764,29813355,-,"{'ID': '534M_017.15', 'Name': '534M_017.15'}"
534M_017.16,chr1,29832205,29838863,+,"{'ID': '534M_017.16', 'Name': '534M_017.16'}"
534M_017.17,chr1,29841725,29843086,+,"{'ID': '534M_017.17', 'Name': '534M_017.17'}"
534M_017.18,chr1,29845931,29846644,+,"{'ID': '534M_017.18', 'Name': '534M_017.18'}"
534M_017.19,chr1,29848178,29849632,-,"{'ID': '534M_017.19', 'Name': '534M_017.19'}"
534M_017.20,chr1,29851596,29851868,-,"{'ID': '534M_017.20', 'Name': '534M_017.20'}"
534M_017.21,chr1,29854632,29854970,-,"{'ID': '534M_017.21', 'Name': '534M_017.21'}"
534M_017.22,chr1,29864861,29865169,-,"{'ID': '534M_017.22', 'Name': '534M_017.22'}"
534M_017.23,chr1,29866373,29866825,-,"{'ID': '534M_017.23', 'Name': '534M_017.23'}"
534M_017.24,chr1,29868729,29869670,-,"{'ID': '534M_017.24', 'Name': '534M_017.24'}"
534M_017.25,chr1,29870740,29872857,-,"{'ID': '534M_017.25', 'Name': '534M_017.25'}"
534M_017.26,chr1,29874479,29874973,-,"{'ID': '534M_017.26', 'Name': '534M_017.26'}"
534M_017.27,chr1,29876331,29877048,-,"{'ID': '534M_017.27', 'Name': '534M_017.27'}"
534M_017.28,chr1,29878089,29878607,-,"{'ID': '534M_017.28', 'Name': '534M_017.28'}"
534M_017.29,chr1,29881752,29882789,-,"{'ID': '534M_017.29', 'Name': '534M_017.29'}"
534M_017.30,chr1,29885486,29890645,+,"{'ID': '534M_017.30', 'Name': '534M_017.30'}"
534M_017.31,chr1,29891132,29892163,-,"{'ID': '534M_017.31', 'Name': '534M_017.31'}"
534M_017.32,chr1,29893672,29895845,+,"{'ID': '534M_017.32', 'Name': '534M_017.32'}"
534M_017.33,chr1,29905157,29905645,+,"{'ID': '534M_017.33', 'Name': '534M_017.33'}"
534M_017.34,chr1,29911111,29911750,-,"{'ID': '534M_017.34', 'Name': '534M_017.34'}"
534M_017.35,chr1,29915911,29918239,+,"{'ID': '534M_017.35', 'Name': '534M_017.35'}"
534M_017.36,chr1,29923270,29924710,+,"{'ID': '534M_017.36', 'Name': '534M_017.36'}"
534M_017.37,chr1,29935626,29936882,+,"{'ID': '534M_017.37', 'Name': '534M_017.37'}"
534M_017.38,chr1,29940640,29942596,-,"{'ID': '534M_017.38', 'Name': '534M_017.38'}"
534M_017.39,chr1,29943241,29943600,+,"{'ID': '534M_017.39', 'Name': '534M_017.39'}"
534M_017.40,chr1,29946883,29949680,-,"{'ID': '534M_017.40', 'Name': '534M_017.40'}"
534M_017.41,chr1,29960962,29961811,+,"{'ID': '534M_017.41', 'Name': '534M_017.41'}"
534M_017.42,chr1,29976037,29977208,+,"{'ID': '534M_017.42', 'Name': '534M_017.42'}"
534M_017.43,chr1,29980939,29988731,+,"{'ID': '534M_017.43', 'Name': '534M_017.43'}"
534M_017.44,chr1,29989862,29991331,-,"{'ID': '534M_017.44', 'Name': '534M_017.44'}"
534M_017.45,chr1,29999915,30001529,+,"{'ID': '534M_017.45', 'Name': '534M_017.45'}"
534M_017.46,chr1,30007374,30009205,-,"{'ID': '534M_017.46', 'Name': '534M_017.46'}"
534M_017.47,chr1,30011243,30012922,+,"{'ID': '534M_017.47', 'Name': '534M_017.47'}"
534M_017.48,chr1,30019805,30020233,-,"{'ID': '534M_017.48', 'Name': '534M_017.48'}"
534M_017.49,chr1,30026685,30031890,+,"{'ID': '534M_017.49', 'Name': '534M_017.49'}"
534M_017.50,chr1,30034177,30034506,+,"{'ID': '534M_017.50', 'Name': '534M_017.50'}"
534M_017.51,chr1,30037950,30040934,+,"{'ID': '534M_017.51', 'Name': '534M_017.51'}"
534M_017.52,chr1,30043821,30045235,-,"{'ID': '534M_017.52', 'Name': '534M_017.52'}"
534M_017.53,chr1,30060356,30068924,-,"{'ID': '534M_017.53', 'Name': '534M_017.53'}"
534M_017.54,chr1,30084531,30088368,+,"{'ID': '534M_017.54', 'Name': '534M_017.54'}"
534M_017.55,chr1,30090070,30098721,+,"{'ID': '534M_017.55', 'Name': '534M_017.55'}"
534M_017.56,chr1,30099378,30104009,+,"{'ID': '534M_017.56', 'Name': '534M_017.56'}"
534M_017.57,chr1,30116132,30117261,-,"{'ID': '534M_017.57', 'Name': '534M_017.57'}"
534M_017.58,chr1,30136148,30136537,-,"{'ID': '534M_017.58', 'Name': '534M_017.58'}"
534M_017.59,chr1,30141454,30143035,+,"{'ID': '534M_017.59', 'Name': '534M_017.59'}"
534M_017.60,chr1,30147176,30151066,+,"{'ID': '534M_017.60', 'Name': '534M_017.60'}"
534M_017.61,chr1,30155056,30158383,+,"{'ID': '534M_017.61', 'Name': '534M_017.61'}"
534M_017.62,chr1,30159910,30160203,+,"{'ID': '534M_017.62', 'Name': '534M_017.62'}"
534M_017.63,chr1,30163649,30164391,-,"{'ID': '534M_017.63', 'Name': '534M_017.63'}"
534M_017.64,chr1,30168980,30170530,+,"{'ID': '534M_017.64', 'Name': '534M_017.64'}"
534M_017.65,chr1,30171982,30174548,+,"{'ID': '534M_017.65', 'Name': '534M_017.65'}"
534M_017.66,chr1,30182548,30183828,-,"{'ID': '534M_017.66', 'Name': '534M_017.66'}"
534M_017.67,chr1,30189096,30189482,+,"{'ID': '534M_017.67', 'Name': '534M_017.67'}"
534M_017.68,chr1,30196920,30201234,+,"{'ID': '534M_017.68', 'Name': '534M_017.68'}"
534M_017.69,chr1,30203008,30203319,-,"{'ID': '534M_017.69', 'Name': '534M_017.69'}"
534M_017.70,chr1,30211714,30212388,+,"{'ID': '534M_017.70', 'Name': '534M_017.70'}"
534M_017.71,chr1,30213082,30213941,-,"{'ID': '534M_017.71', 'Name': '534M_017.71'}"
534M_017.72,chr1,30222772,30223423,+,"{'ID': '534M_017.72', 'Name': '534M_017.72'}"
534M_017.73,chr1,30223982,30226656,-,"{'ID': '534M_017.73', 'Name': '534M_017.73'}"
534M_017.74,chr1,30232629,30232991,-,"{'ID': '534M_017.74', 'Name': '534M_017.74'}"
534M_017.75,chr1,30243564,30244985,+,"{'ID': '534M_017.75', 'Name': '534M_017.75'}"
534M_017.76,chr1,30249628,30249927,+,"{'ID': '534M_017.76', 'Name': '534M_017.76'}"
534M_017.77,chr1,30252802,30254988,-,"{'ID': '534M_017.77', 'Name': '534M_017.77'}"
534M_017.78,chr1,30265595,30267290,+,"{'ID': '534M_017.78', 'Name': '534M_017.78'}"
534M_017.79,chr1,30270329,30275472,+,"{'ID': '534M_017.79', 'Name': '534M_017.79'}"
534M_017.80,chr1,30278096,30279519,+,"{'ID': '534M_017.80', 'Name': '534M_017.80'}"
534M_017.81,chr1,30286764,30292279,+,"{'ID': '534M_017.81', 'Name': '534M_017.81'}"
534M_017.82,chr1,30295495,30296730,+,"{'ID': '534M_017.82', 'Name': '534M_017.82'}"
534M_017.83,chr1,30297676,30297933,+,"{'ID': '534M_017.83', 'Name': '534M_017.83'}"
534M_017.84,chr1,30298609,30302544,-,"{'ID': '534M_017.84', 'Name': '534M_017.84'}"
534M_017.85,chr1,30303375,30304497,-,"{'ID': '534M_017.85', 'Name': '534M_017.85'}"
534M_017.86,chr1,30308079,30314869,-,"{'ID': '534M_017.86', 'Name': '534M_017.86'}"
534M_017.87,chr1,30328726,30331586,+,"{'ID': '534M_017.87', 'Name': '534M_017.87'}"
534M_017.88,chr1,30339178,30340362,-,"{'ID': '534M_017.88', 'Name': '534M_017.88'}"
534M_017.89,chr1,30362021,30367379,+,"{'ID': '534M_017.89', 'Name': '534M_017.89'}"
534M_017.90,chr1,30368877,30370190,+,"{'ID': '534M_017.90', 'Name': '534M_017.90'}"
534M_017.91,chr1,30372259,30376163,+,"{'ID': '534M_017.91', 'Name': '534M_017.91'}"
534M_017.92,chr1,30380426,30384519,+,"{'ID': '534M_017.92', 'Name': '534M_017.92'}"
534M_017.93,chr1,30386132,30388245,-,"{'ID': '534M_017.93', 'Name': '534M_017.93'}"
534M_017.94,chr1,30391256,30395406,+,"{'ID': '534M_017.94', 'Name': '534M_017.94'}"
534M_017.95,chr1,30396668,30398781,-,"{'ID': '534M_017.95', 'Name': '534M_017.95'}"
534M_017.96,chr1,30403066,30403461,+,"{'ID': '534M_017.96', 'Name': '534M_017.96'}"
534M_017.97,chr1,30407367,30411024,+,"{'ID': '534M_017.97', 'Name': '534M_017.97'}"
534M_017.98,chr1,30418109,30419634,+,"{'ID': '534M_017.98', 'Name': '534M_017.98'}"
534M_017.99,chr1,30425142,30425435,-,"{'ID': '534M_017.99', 'Name': '534M_017.99'}"
534M_017.100,chr1,30429095,30432104,+,"{'ID': '534M_017.100', 'Name': '534M_017.100'}"
534M_017.101,chr1,30433492,30441809,-,"{'ID': '534M_017.101', 'Name': '534M_017.101'}"
534M_017.102,chr1,30445492,30445962,-,"{'ID': '534M_017.102', 'Name': '534M_017.102'}"
534M_017.103,chr1,30451238,30456586,+,"{'ID': '534M_017.103', 'Name': '534M_017.103'}"
534M_017.104,chr1,30458299,30459102,+,"{'ID': '534M_017.104', 'Name': '534M_017.104'}"
534M_017.105,chr1,30463360,30464871,-,"{'ID': '534M_017.105', 'Name': '534M_017.105'}"
534M_017.106,chr1,30471944,30473091,-,"{'ID': '534M_017.106', 'Name': '534M_017.106'}"
534M_017.107,chr1,30475315,30475596,-,"{'ID': '534M_017.107', 'Name': '534M_017.107'}"
534M_017.108,chr1,30480291,30482790,-,"{'ID': '534M_017.108', 'Name': '534M_017.108'}"
534M_017.109,chr1,30484341,30489732,+,"{'ID': '534M_017.109', 'Name': '534M_017.109'}"
534M_017.110,chr1,30492602,30496136,+,"{'ID': '534M_017.110', 'Name': '534M_017.110'}"
534M_017.111,chr1,30500201,30502267,+,"{'ID': '534M_017.111', 'Name': '534M_017.111'}"
534M_017.112,chr1,30509414,30510829,-,"{'ID': '534M_017.112', 'Name': '534M_017.112'}"
534M_017.113,chr1,30511783,30517707,+,"{'ID': '534M_017.113', 'Name': '534M_017.113'}"
534M_017.114,chr1,30519101,30519954,+,"{'ID': '534M_017.114', 'Name': '534M_017.114'}"
534M_017.115,chr1,30521453,30524390,+,"{'ID': '534M_017.115', 'Name': '534M_017.115'}"
534M_017.116,chr1,30526523,30528020,+,"{'ID': '534M_017.116', 'Name': '534M_017.116'}"
534M_017.117,chr1,30530594,30531266,+,"{'ID': '534M_017.117', 'Name': '534M_017.117'}"
534M_017.118,chr1,30533682,30534158,+,"{'ID': '534M_017.118', 'Name': '534M_017.118'}"
534M_017.119,chr1,30535884,30538320,-,"{'ID': '534M_017.119', 'Name': '534M_017.119'}"
534M_017.120,chr1,30539027,30539641,+,"{'ID': '534M_017.120', 'Name': '534M_017.120'}"
534M_017.121,chr1,30541053,30541643,-,"{'ID': '534M_017.121', 'Name': '534M_017.121'}"
534M_017.122,chr1,30542271,30542462,+,"{'ID': '534M_017.122', 'Name': '534M_017.122'}"
534M_017.123,chr1,30542530,30542775,+,"{'ID': '534M_017.123', 'Name': '534M_017.123'}"
534M_017.124,chr1,30544394,30545488,-,"{'ID': '534M_017.124', 'Name': '534M_017.124'}"
534M_017.125,chr1,30547861,30548493,-,"{'ID': '534M_017.125', 'Name': '534M_017.125'}"
534M_017.126,chr1,30548880,30550227,+,"{'ID': '534M_017.126', 'Name': '534M_017.126'}"
534M_017.127,chr1,30553339,30554401,-,"{'ID': '534M_017.127', 'Name': '534M_017.127'}"
534M_017.128,chr1,30557353,30557943,-,"{'ID': '534M_017.128', 'Name': '534M_017.128'}"
534M_017.129,chr1,30558512,30560530,-,"{'ID': '534M_017.129', 'Name': '534M_017.129'}"
534M_017.130,chr1,30565572,30566510,-,"{'ID': '534M_017.130', 'Name': '534M_017.130'}"
534M_017.131,chr1,30571167,30573911,+,"{'ID': '534M_017.131', 'Name': '534M_017.131'}"
534M_017.132,chr1,30576234,30576707,+,"{'ID': '534M_017.132', 'Name': '534M_017.132'}"
534M_017.133,chr1,30580115,30581312,+,"{'ID': '534M_017.133', 'Name': '534M_017.133'}"
534M_017.134,chr1,30581641,30582150,-,"{'ID': '534M_017.134', 'Name': '534M_017.134'}"
534M_017.135,chr1,30582735,30584332,-,"{'ID': '534M_017.135', 'Name': '534M_017.135'}"
534M_017.136,chr1,30592945,30597763,+,"{'ID': '534M_017.136', 'Name': '534M_017.136'}"
534M_017.137,chr1,30600963,30604153,+,"{'ID': '534M_017.137', 'Name': '534M_017.137'}"
534M_017.138,chr1,30608086,30630048,-,"{'ID': '534M_017.138', 'Name': '534M_017.138'}"
534M_017.139,chr1,30630123,30630500,+,"{'ID': '534M_017.139', 'Name': '534M_017.139'}"
534M_017.140,chr1,30634589,30638148,-,"{'ID': '534M_017.140', 'Name': '534M_017.140'}"
534M_017.141,chr1,30643952,30644467,+,"{'ID': '534M_017.141', 'Name': '534M_017.141'}"
534M_017.142,chr1,30644899,30645742,-,"{'ID': '534M_017.142', 'Name': '534M_017.142'}"
534M_017.143,chr1,30651057,30652478,-,"{'ID': '534M_017.143', 'Name': '534M_017.143'}"
534M_017.144,chr1,30660663,30664295,-,"{'ID': '534M_017.144', 'Name': '534M_017.144'}"
534M_017.145,chr1,30665178,30668864,-,"{'ID': '534M_017.145', 'Name': '534M_017.145'}"
534M_017.146,chr1,30669527,30671931,+,"{'ID': '534M_017.146', 'Name': '534M_017.146'}"
534M_017.147,chr1,30705233,30705820,+,"{'ID': '534M_017.147', 'Name': '534M_017.147'}"
534M_017.148,chr1,30707428,30707975,+,"{'ID': '534M_017.148', 'Name': '534M_017.148'}"
534M_017.149,chr1,30709487,30715516,+,"{'ID': '534M_017.149', 'Name': '534M_017.149'}"
534M_017.150,chr1,30721125,30729910,+,"{'ID': '534M_017.150', 'Name': '534M_017.150'}"
534M_017.151,chr1,30730547,30733325,-,"{'ID': '534M_017.151', 'Name': '534M_017.151'}"
534M_017.152,chr1,30736062,30738544,-,"{'ID': '534M_017.152', 'Name': '534M_017.152'}"
534M_017.153,chr1,30741371,30743224,+,"{'ID': '534M_017.153', 'Name': '534M_017.153'}"
534M_017.154,chr1,30745251,30745978,-,"{'ID': '534M_017.154', 'Name': '534M_017.154'}"
534M_017.155,chr1,30746327,30748153,-,"{'ID': '534M_017.155', 'Name': '534M_017.155'}"
534M_017.156,chr1,30761849,30766292,-,"{'ID': '534M_017.156', 'Name': '534M_017.156'}"
534M_017.157,chr1,30771114,30772566,-,"{'ID': '534M_017.157', 'Name': '534M_017.157'}"
534M_017.158,chr1,30776902,30781744,+,"{'ID': '534M_017.158', 'Name': '534M_017.158'}"
534M_017.159,chr1,30789446,30789757,+,"{'ID': '534M_017.159', 'Name': '534M_017.159'}"
534M_017.160,chr1,30789985,30795457,+,"{'ID': '534M_017.160', 'Name': '534M_017.160'}"
534M_017.161,chr1,30801555,30804842,-,"{'ID': '534M_017.161', 'Name': '534M_017.161'}"
534M_017.162,chr1,30812918,30813978,+,"{'ID': '534M_017.162', 'Name': '534M_017.162'}"
534M_017.163,chr1,30825060,30825494,-,"{'ID': '534M_017.163', 'Name': '534M_017.163'}"
534M_017.164,chr1,30825587,30825832,-,"{'ID': '534M_017.164', 'Name': '534M_017.164'}"
534M_017.165,chr1,30839030,30839653,-,"{'ID': '534M_017.165', 'Name': '534M_017.165'}"
534M_017.166,chr1,30904895,30905431,+,"{'ID': '534M_017.166', 'Name': '534M_017.166'}"
534M_017.167,chr1,30926261,30928909,+,"{'ID': '534M_017.167', 'Name': '534M_017.167'}"
534M_017.168,chr1,30930180,30930625,-,"{'ID': '534M_017.168', 'Name': '534M_017.168'}"
534M_017.169,chr1,30942240,30946304,+,"{'ID': '534M_017.169', 'Name': '534M_017.169'}"
534M_017.170,chr1,30948375,30950305,-,"{'ID': '534M_017.170', 'Name': '534M_017.170'}"
534M_017.171,chr1,30952506,30952952,-,"{'ID': '534M_017.171', 'Name': '534M_017.171'}"
534M_017.172,chr1,30976607,30979972,-,"{'ID': '534M_017.172', 'Name': '534M_017.172'}"
534M_017.173,chr1,30985708,30986035,+,"{'ID': '534M_017.173', 'Name': '534M_017.173'}"
534M_017.174,chr1,30991838,30996597,+,"{'ID': '534M_017.174', 'Name': '534M_017.174'}"
534M_017.175,chr1,30997116,30997613,+,"{'ID': '534M_017.175', 'Name': '534M_017.175'}"
534M_017.176,chr1,30999572,31000540,-,"{'ID': '534M_017.176', 'Name': '534M_017.176'}"
534M_017.177,chr1,31009793,31010687,+,"{'ID': '534M_017.177', 'Name': '534M_017.177'}"
534M_017.178,chr1,31013852,31016703,-,"{'ID': '534M_017.178', 'Name': '534M_017.178'}"
534M_017.179,chr1,31019583,31019914,+,"{'ID': '534M_017.179', 'Name': '534M_017.179'}"
534M_017.180,chr1,31036079,31041459,+,"{'ID': '534M_017.180', 'Name': '534M_017.180'}"
534M_017.181,chr1,31043213,31048614,+,"{'ID': '534M_017.181', 'Name': '534M_017.181'}"
534M_017.182,chr1,31052683,31054599,+,"{'ID': '534M_017.182', 'Name': '534M_017.182'}"
534M_017.183,chr1,31057304,31060670,+,"{'ID': '534M_017.183', 'Name': '534M_017.183'}"
534M_017.184,chr1,31063087,31064043,+,"{'ID': '534M_017.184', 'Name': '534M_017.184'}"
534M_017.185,chr1,31064838,31066178,-,"{'ID': '534M_017.185', 'Name': '534M_017.185'}"
534M_017.186,chr1,31066686,31068880,-,"{'ID': '534M_017.186', 'Name': '534M_017.186'}"
534M_017.187,chr1,31070104,31072572,-,"{'ID': '534M_017.187', 'Name': '534M_017.187'}"
